Rule code,Rule,Priority,CWE,Software characteristic,Vulnerability type,Language,Effort,File,Line number,Line text,Source file,Source line number,Source line text,Muted,Normative,Status,CWE Scope,Framework
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,182,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,191,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,191,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,201,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,201,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,211,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,211,                              new FileOutputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,220,                              File file = new File(filename);,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,221,                              new FileInputStream(file);,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,230,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,230,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,240,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,240,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,250,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,250,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,259,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,259,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,268,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,268,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,278,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,278,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,288,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,288,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,297,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,297,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,306,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,306,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,316,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,316,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,326,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.PathTraversalRule,Avoid non-neutralized user-controlled input composed in a pathname to a resource,Very High,22,Security,File handling,Java,30m,src/main/webapp/xssViaException.jsp,326,                              new FileInputStream(new File(filename));,src/main/webapp/xssViaException.jsp,101,"                        String filename = (String) request.getParameter(""payload"");",No,"CWE:22,CWE:73,CWETOP25:2019:10,OWASP:2013:A4,OWASP:2017:A5,PCI-DSS:6.5.8,SANS25:2010:7,SANS25:2011:13,WASC:33",none,"CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.HttpSplittingRule,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Very High,113,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,31,res.addCookie(cookie);,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,17,"name = req.getParameter(""cookieName"")",No,"CWE:113,OWASP:2013:A1,PCI-DSS:6.5.1,WASC:25",none,"CWEScope:Access-Control,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.HttpSplittingRule,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Very High,113,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,31,res.addCookie(cookie);,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,18,"value = req.getParameter(""cookieValue"")",No,"CWE:113,OWASP:2013:A1,PCI-DSS:6.5.1,WASC:25",none,"CWEScope:Access-Control,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.HttpSplittingRule,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Very High,113,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,31,res.addCookie(cookie);,src/main/java/com/waratek/spiracle/cookie/CookieServlet.java,20,"path = req.getParameter(""cookiePath"")",No,"CWE:113,OWASP:2013:A1,PCI-DSS:6.5.1,WASC:25",none,"CWEScope:Access-Control,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.HttpSplittingRule,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Very High,113,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/misc/AddHeaders.java,33,"response.addHeader(""CustomTestHeader"", customHeaderValue);",src/main/java/com/waratek/spiracle/misc/AddHeaders.java,32,customHeaderValue = request.getParameter(customHeaderValueParam),No,"CWE:113,OWASP:2013:A1,PCI-DSS:6.5.1,WASC:25",none,"CWEScope:Access-Control,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/csrf/CSRFServlet.java,75,"out.println(""Hello "" + name + ""<br/>"");",src/main/java/com/waratek/spiracle/csrf/CSRFServlet.java,70,"name = request.getParameter(""name"")",No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.CrossSiteScriptingRule,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Very High,79,Security,Injection,Java,30m,src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,			out.println(sql);,src/main/java/com/waratek/spiracle/sql/servlet/util/ParameterNullFix.java,32,			String val = request.getParameter(item);,No,"CERT-J:IDS51-J,CWE:79,CWETOP25:2019:2,OWASP:2013:A3,OWASP:2017:A7,OWASP-M:2014:M7,PCI-DSS:6.5.7,SANS25:2010:1,SANS25:2011:4,WASC:08",none,"CWEScope:Access-Control,CWEScope:Availability,CWEScope:Confidentiality,CWEScope:Integrity",
