Rule code,Rule,Priority,CWE,Software characteristic,Vulnerability type,Language,Effort,File,Line number,Line text,Source file,Source line number,Source line text,Muted,Normative,Status,CWE Scope,Framework
OPT.PYTHON.SECURITY.UnsafeCookie,Generate server-side cookies with adequate security properties,Normal,1004,Security,Misconfiguration,Python,4h 00,app/views/users/views.py,35,"response.set_cookie('auth_token', auth.auth_token)",,,,No,"CWE:1004,CWE:200,CWE:539,CWE:614,CWETOP25:2019:4",none,"CWEScope:Confidentiality,CWEScope:Integrity",
OPT.PYTHON.SECURITY.UnsafeCookie,Generate server-side cookies with adequate security properties,Normal,200,Security,Misconfiguration,Python,4h 00,app/views/users/views.py,35,"response.set_cookie('auth_token', auth.auth_token)",,,,No,"CWE:1004,CWE:200,CWE:539,CWE:614,CWETOP25:2019:4",none,"CWEScope:Confidentiality,CWEScope:Integrity",
OPT.PYTHON.SECURITY.SerializationInjection,Deserialization of untrusted data,Normal,502,Security,Injection,Python,30m,app/views/password_resets/views.py,84,pickle.loads(base64.b64decode(encoded_user)),app/views/password_resets/views.py,83,encoded_user = request.POST['user'],No,"CWE:502,CWETOP25:2019:23,OWASP:2013:A1,OWASP:2017:A8,OWASP-M:2014:M7,PCI-DSS:6.5.1,WASC:20",none,"CWEScope:Availability,CWEScope:Integrity",
OPT.PYTHON.SECURITY.PlaintextStorageInACookieRule,Cleartext Storage of Sensitive Information in a Cookie,Normal,312,Security,Misconfiguration,Python,4h 00,app/views/sessions/views.py,47,"response.set_cookie(""auth_token"", user.auth_token,
                                    max_age=year_in_sec)",app/views/sessions/views.py,47,"response.set_cookie(""auth_token"", user.auth_token,
                                    max_age=year_in_sec)",No,"CWE:312,CWE:315",none,CWEScope:Confidentiality,
OPT.PYTHON.SECURITY.PlaintextStorageInACookieRule,Cleartext Storage of Sensitive Information in a Cookie,Normal,312,Security,Misconfiguration,Python,4h 00,app/views/sessions/views.py,50,"response.set_cookie(""auth_token"", user.auth_token)",app/views/sessions/views.py,50,"response.set_cookie(""auth_token"", user.auth_token)",No,"CWE:312,CWE:315",none,CWEScope:Confidentiality,
OPT.PYTHON.SECURITY.PlaintextStorageInACookieRule,Cleartext Storage of Sensitive Information in a Cookie,Normal,312,Security,Misconfiguration,Python,4h 00,app/views/users/views.py,35,"response.set_cookie('auth_token', auth.auth_token)",app/views/users/views.py,35,"response.set_cookie('auth_token', auth.auth_token)",No,"CWE:312,CWE:315",none,CWEScope:Confidentiality,
OPT.PYTHON.SECURITY.InsecureRandomness,Standard pseudo-random number generators cannot withstand cryptographic attacks,Normal,330,Security,Encryption & randomness,Python,06m,app/models/User/user.py,41,"        index = random.randint(0, 3)",,,,No,"CWE:330,CWE:338,OWASP:2013:A6,OWASP:2017:A3,OWASP-M:2014:M6,PCI-DSS:6.5.3",none,"CWEScope:Access-Control,CWEScope:Confidentiality",
OPT.PYTHON.SECURITY.InsecureRandomness,Standard pseudo-random number generators cannot withstand cryptographic attacks,Normal,330,Security,Encryption & randomness,Python,06m,app/models/User/user.py,141,"        self.auth_token = hashlib.md5((self.email + str(random.randint(1,1000000))).encode()).hexdigest()",,,,No,"CWE:330,CWE:338,OWASP:2013:A6,OWASP:2017:A3,OWASP-M:2014:M6,PCI-DSS:6.5.3",none,"CWEScope:Access-Control,CWEScope:Confidentiality",
OPT.JAVASCRIPT.SensitiveInfoInConfigurationFile,Use of sensitive information into configuration file,Normal,200,Security,Information leaks,Javascript / Typescript,30m,.scannerwork/css-bundle/stylelintconfig.json,1,"{""rules"":{""block-no-empty"":true,""comment-no-empty"":true,""string-no-newline"":true,""function-linear-gradient-no-nonstandard-direction"":true,""media-feature-name-no-unknown"":true,""color-no-invalid-hex"":true,""font-family-no-duplicate-names"":true,""no-duplicate-at-import-rules"":true,""declaration-block-no-duplicate-properties"":[true,{""ignore"":[""consecutive-duplicates-with-different-values""]}],""no-empty-source"":true,""selector-type-no-unknown"":[true,{""ignoreTypes"":[""/^(mat|md|fa)-/""]}],""at-rule-no-unknown"":[true,{""ignoreAtRules"":[""value"",""at-root"",""content"",""debug"",""each"",""else"",""error"",""for"",""function"",""if"",""include"",""mixin"",""return"",""warn"",""while"",""extend""]}],""no-duplicate-selectors"":true,""font-family-no-missing-generic-family-keyword"":true,""no-extra-semicolons"":true,""no-invalid-double-slash-comments"":true,""selector-pseudo-element-no-unknown"":[true,{""ignorePseudoElements"":[""ng-deep""]}],""selector-pseudo-class-no-unknown"":[true,{""ignorePseudoClasses"":[""local"",""global"",""export"",""import""]}],""keyframe-declaration-no-impor",,,,No,"CWE:200,CWETOP25:2019:4,OWASP:2013:A6,OWASP:2017:A3,OWASP-M:2014:M2",none,CWEScope:Access-Control,
OPT.HTML.AutocompleteOnForSensitiveFields,Autocomplete enabled for sensitive form fields,Normal,525,Security,Information leaks,HTML,06m,template/admin/modal.html,28,"<input type=""password"" name=""password"" class=""form-control"" id=""password"" placeholder=""Enter Password"">",,,,No,"CWE:525,OWASP:2013:A6,PCI-DSS:3.2,WASC:13",none,CWEScope:Confidentiality,
OPT.HTML.AutocompleteOnForSensitiveFields,Autocomplete enabled for sensitive form fields,Normal,525,Security,Information leaks,HTML,06m,template/admin/modal.html,32,"<input type=""password"" name=""password_confirmation"" class=""form-control"" id=""password-confirmation"" placeholder=""Enter Password"">",,,,No,"CWE:525,OWASP:2013:A6,PCI-DSS:3.2,WASC:13",none,CWEScope:Confidentiality,
OPT.HTML.AutocompleteOnForSensitiveFields,Autocomplete enabled for sensitive form fields,Normal,525,Security,Information leaks,HTML,06m,template/password_reset/reset.html,39,"<input type=""password"" class=""form-control"" name=""password"" id=""password"" placeholder=""New Password"" minlength=""5""/>",,,,No,"CWE:525,OWASP:2013:A6,PCI-DSS:3.2,WASC:13",none,CWEScope:Confidentiality,
OPT.HTML.AutocompleteOnForSensitiveFields,Autocomplete enabled for sensitive form fields,Normal,525,Security,Information leaks,HTML,06m,template/password_reset/reset.html,49,"<input type=""password"" class=""form-control"" name=""password_confirmation"" id=""confirm"" placeholder=""Confirm Password"" minlength=""5""/>",,,,No,"CWE:525,OWASP:2013:A6,PCI-DSS:3.2,WASC:13",none,CWEScope:Confidentiality,
OPT.PYTHON.SECURITY.PasswordInComments,Storing passwords or password details in plaintext anywhere in the system or system code can compromise system security,Low,615,Security,Encryption & randomness,Python,03m,pygoat/settings.py,84,# https://docs.djangoproject.com/en/1.11/ref/settings/#auth-password-validators,,,,No,"CWE:615,OWASP:2013:A6,OWASP:2017:A3,OWASP-M:2014:M2,PCI-DSS:6.5.3",none,CWEScope:Confidentiality,
OPT.PYTHON.SECURITY.InformationExposureThroughDebugLog,Avoid exposing sensitive information through log,Low,532,Security,Information leaks,Python,30m,app/tests/models/test_model_user.py,24,"print(str(user) + ""id: "" + str(user.user_id) + ""\n"")",app/tests/models/test_model_user.py,24,user,No,CWE:532,none,CWEScope:Confidentiality,
